,ta,tw
2001-09-01,13.6,15.52
2001-09-02,17.337,15.53
2001-09-03,20.204,15.14
2001-09-04,14.046,16.03
2001-09-05,16.404,16.24
2001-09-06,18.846,15.52
2001-09-07,19.338,15.62
2001-09-08,18.739,15.62
2001-09-09,15.221,15.07
2001-09-10,14.113,15.48
2001-09-11,15.726,15.19
2001-09-12,14.625,15.07
2001-09-13,11.721,15.38
2001-09-14,12.867,14.45
2001-09-15,13.733,14.15
2001-09-16,15.163,14.48
2001-09-17,15.688,14.43
2001-09-18,14.183,14.27
2001-09-19,14.317,14.27
2001-09-20,14.258,15.28
2001-09-21,12.279,15.29
2001-09-22,14.042,15.29
2001-09-23,10.688,15.19
2001-09-24,7.288,12.63
2001-09-25,8.458,12.34
2001-09-26,11.342,12.38
2001-09-27,8.492,11.4
2001-09-28,9.108,11.68
2001-09-29,10.425,12.02
2001-09-30,13.408,11.72
2001-10-01,13.679,12.44
2001-10-02,12.779,10.07
2001-10-03,10.642,10.07
2001-10-04,11.204,11.3
2001-10-05,8.679,11.32
2001-10-06,3.942,11.32
2001-10-07,2.921,10.53
2001-10-08,7.2,10.09
2001-10-09,12.404,9.57
2001-10-10,12.787,9.62
2001-10-11,12.125,9.88
2001-10-12,10.679,9.83
2001-10-13,9.771,9.83
2001-10-14,10.325,9.89
2001-10-15,8.971,9.79
2001-10-16,6.05,9.6
2001-10-17,5.075,9.73
2001-10-18,7.438,9.69
2001-10-19,8.612,9.17
2001-10-20,9.958,8.8
2001-10-21,8.179,8.68
2001-10-22,7.679,8.19
2001-10-23,8.738,8.24
2001-10-24,10.021,8.88
2001-10-25,4.95,8.89
2001-10-26,3.038,8.89
2001-10-27,2.446,8.41
2001-10-28,4.717,5.92
2001-10-29,6.388,6.02
2001-10-30,4.875,6.03
2001-10-31,6.45,6.03
2001-11-01,10.921,6.07
2001-11-02,10.483,6.75
2001-11-03,6.633,6.67
2001-11-04,7.438,6.4
2001-11-05,6.625,5.42
2001-11-06,10.717,5.92
2001-11-07,5.508,6.06
2001-11-08,4.333,6.06
2001-11-09,3.908,6.06
2001-11-10,5.221,5.89
2001-11-11,3.596,5.9
2001-11-12,4.638,5.54
2001-11-13,7.496,5.95
2001-11-14,9.533,5.91
2001-11-15,11.842,2.97
2001-11-16,4.213,4.61
2001-11-17,7.033,5.15
2001-11-18,12.442,5.15
2001-11-19,3.475,5.16
2001-11-20,1.062,5.17
2001-11-21,4.442,5.41
2001-11-22,4.796,5.34
2001-11-23,6.988,5.0
2001-11-24,7.421,5.0
2001-11-25,7.767,5.0
2001-11-26,-0.296,5.0
2001-11-27,-1.396,5.0
2001-11-28,-2.288,5.0
2001-11-29,0.254,5.0
2001-11-30,2.025,5.0
2001-12-01,1.742,5.01
2001-12-02,1.083,5.01
2001-12-03,4.763,4.64
2001-12-04,5.913,4.92
2001-12-05,6.383,4.92
2001-12-06,3.696,4.86
2001-12-07,-2.108,4.69
2001-12-08,0.025,4.12
2001-12-09,-0.746,4.66
2001-12-10,4.096,4.33
2001-12-11,2.796,4.55
2001-12-12,4.608,4.96
2001-12-13,2.092,4.96
2001-12-14,0.375,3.61
2001-12-15,1.938,4.03
2001-12-16,4.183,4.03
2001-12-17,3.779,4.04
2001-12-18,1.921,3.98
2001-12-19,1.125,3.98
2001-12-20,-1.125,3.99
2001-12-21,-3.208,3.8
2001-12-22,1.217,3.8
2001-12-23,2.692,3.8
2001-12-24,-3.965,3.8
2001-12-25,-6.196,3.81
2001-12-26,-6.242,3.81
2001-12-27,-5.258,3.81
2001-12-28,-6.467,3.81
2001-12-29,-6.546,3.81
2001-12-30,-6.8,3.81
2001-12-31,-4.946,3.81
2002-01-01,-4.604,2.64
2002-01-02,-2.825,3.3
2002-01-03,-2.75,3.33
2002-01-04,-1.558,3.33
2002-01-05,-0.333,3.33
2002-01-06,-3.712,3.33
2002-01-07,-4.879,2.99
2002-01-08,0.121,3.21
2002-01-09,3.925,3.21
2002-01-10,2.446,3.21
2002-01-11,0.188,3.17
2002-01-12,0.067,3.17
2002-01-13,-5.192,3.16
2002-01-14,-5.0,3.16
2002-01-15,-4.871,3.16
2002-01-16,-4.221,3.15
2002-01-17,-5.521,3.15
2002-01-18,-9.617,3.15
2002-01-19,-7.112,3.15
2002-01-20,-5.129,3.11
2002-01-21,-2.05,2.99
2002-01-22,-0.658,2.99
2002-01-23,-1.379,2.99
2002-01-24,-6.863,3.0
2002-01-25,-2.867,2.83
2002-01-26,-2.633,2.79
2002-01-27,-0.004,2.79
2002-01-28,-4.683,2.79
2002-01-29,-9.1,2.79
2002-01-30,-7.55,2.8
2002-01-31,-3.904,2.8
2002-02-01,-3.996,2.71
2002-02-02,-4.588,2.69
2002-02-03,-3.338,2.69
2002-02-04,-9.483,2.69
2002-02-05,-3.85,2.59
2002-02-06,-0.479,1.83
2002-02-07,1.617,2.66
2002-02-08,-1.162,1.93
2002-02-09,-0.429,1.93
2002-02-10,-2.692,1.86
2002-02-11,-6.112,2.69
2002-02-12,-3.654,2.61
2002-02-13,-6.333,2.53
2002-02-14,2.612,2.13
2002-02-15,-0.208,2.13
2002-02-16,-1.422,2.24
2002-02-17,-6.083,1.66
2002-02-18,0.704,1.33
2002-02-19,2.763,1.48
2002-02-20,-0.674,1.52
2002-02-21,-4.45,2.26
2002-02-22,-2.95,1.91
2002-02-23,-0.529,1.9
2002-02-24,1.3,1.9
2002-02-25,-3.033,1.99
2002-02-26,-6.188,1.99
2002-02-27,-6.892,1.14
2002-02-28,-4.687,1.98
2002-03-01,-10.404,1.9
2002-03-02,-7.45,1.9
2002-03-03,-11.678,1.81
2002-03-04,-11.3,1.8
2002-03-05,-6.783,1.83
2002-03-06,-7.692,1.27
2002-03-07,-7.53,0.9
2002-03-08,-4.404,0.91
2002-03-09,-2.008,0.91
2002-03-10,-9.542,0.97
2002-03-11,-5.896,0.97
2002-03-12,-3.65,0.97
2002-03-13,2.108,1.38
2002-03-14,-2.863,1.78
2002-03-15,-3.233,1.01
2002-03-16,-1.492,1.29
2002-03-17,-0.075,1.57
2002-03-18,1.058,0.72
2002-03-19,1.442,0.93
2002-03-20,-2.637,0.98
2002-03-21,-9.721,0.98
2002-03-22,-7.2,1.04
2002-03-23,-3.9,0.87
2002-03-24,-9.279,0.54
2002-03-25,-7.258,0.94
2002-03-26,-3.154,0.88
2002-03-27,-1.154,0.7
2002-03-28,1.521,1.12
2002-03-29,3.433,0.96
2002-03-30,2.346,1.24
2002-03-31,0.033,1.45
2002-04-01,-2.217,1.07
2002-04-02,-0.862,0.96
2002-04-03,-2.237,0.96
2002-04-04,-3.404,1.01
2002-04-05,-2.596,0.65
2002-04-06,-1.717,0.89
2002-04-07,1.408,0.89
2002-04-08,2.329,0.89
2002-04-09,0.779,0.92
2002-04-10,1.479,0.96
2002-04-11,3.521,0.96
2002-04-12,4.012,0.92
2002-04-13,6.608,0.8
2002-04-14,6.375,0.87
2002-04-15,8.067,1.11
2002-04-16,15.35,1.63
2002-04-17,13.629,0.95
2002-04-18,7.738,2.22
2002-04-19,2.008,1.43
2002-04-20,0.679,2.06
2002-04-21,-0.338,2.1
2002-04-22,1.125,1.6
2002-04-23,1.646,1.65
2002-04-24,4.579,2.31
2002-04-25,-0.433,2.32
2002-04-26,0.254,1.42
2002-04-27,2.008,1.42
2002-04-28,0.971,1.42
2002-04-29,1.829,1.42
2002-04-30,3.396,1.88
2002-05-01,3.404,1.76
2002-05-02,2.021,1.77
2002-05-03,2.067,1.68
2002-05-04,5.454,1.58
2002-05-05,4.0,2.8
2002-05-06,4.146,2.8
2002-05-07,2.775,2.17
2002-05-08,2.704,2.17
2002-05-09,4.575,2.12
2002-05-10,2.871,1.77
2002-05-11,5.579,2.63
2002-05-12,6.638,2.63
2002-05-13,4.896,1.85
2002-05-14,3.446,2.08
2002-05-15,5.517,2.38
2002-05-16,3.708,2.39
2002-05-17,1.254,2.44
2002-05-18,0.346,2.51
2002-05-19,0.95,2.54
2002-05-20,2.104,2.54
2002-05-21,4.837,2.51
2002-05-22,8.646,2.25
2002-05-23,11.537,2.33
2002-05-24,2.671,2.6
2002-05-25,2.996,2.4
2002-05-26,6.604,2.21
2002-05-27,10.012,2.71
2002-05-28,10.587,2.43
2002-05-29,15.621,3.36
2002-05-30,11.692,3.36
2002-05-31,14.245,2.82
2002-06-01,14.125,3.23
2002-06-02,6.146,4.18
2002-06-03,4.675,3.19
2002-06-04,6.371,3.19
2002-06-05,4.767,3.44
2002-06-06,9.562,3.58
2002-06-07,12.95,3.59
2002-06-08,15.208,3.48
2002-06-09,9.942,3.41
2002-06-10,13.633,3.41
2002-06-11,8.458,3.42
2002-06-12,7.271,4.07
2002-06-13,8.121,3.69
2002-06-14,6.412,3.66
2002-06-15,7.467,3.66
2002-06-16,8.521,3.76
2002-06-17,9.658,4.45
2002-06-18,10.775,3.96
2002-06-19,13.642,3.78
2002-06-20,16.452,3.01
2002-06-21,15.425,3.01
2002-06-22,13.333,4.48
2002-06-23,13.362,4.55
2002-06-24,11.175,4.84
2002-06-25,18.817,6.68
2002-06-26,16.867,7.35
2002-06-27,11.046,6.56
2002-06-28,14.383,7.14
2002-06-29,20.871,8.79
2002-06-30,24.071,9.33
2002-07-01,14.078,10.27
2002-07-02,14.396,7.89
2002-07-03,14.337,8.53
2002-07-04,14.534,7.61
2002-07-05,14.484,7.76
2002-07-06,14.349,10.27
2002-07-07,14.394,10.76
2002-07-08,14.751,10.77
2002-07-09,14.735,10.18
2002-07-10,14.387,10.64
2002-07-11,14.547,13.29
2002-07-12,15.778,11.76
2002-07-13,16.059,12.21
2002-07-14,16.038,12.71
2002-07-15,15.483,15.95
2002-07-16,15.251,14.45
2002-07-17,14.967,14.5
2002-07-18,15.441,13.38
2002-07-19,16.547,14.13
2002-07-20,16.683,14.95
2002-07-21,16.978,14.95
2002-07-22,16.814,14.07
2002-07-23,16.43,13.29
2002-07-24,16.546,14.37
2002-07-25,16.285,14.37
2002-07-26,16.682,14.86
2002-07-27,17.699,14.5
2002-07-28,17.364,15.42
2002-07-29,17.453,16.08
2002-07-30,17.22,16.11
2002-07-31,16.581,15.33
2002-08-01,16.961,15.15
2002-08-02,16.744,14.79
2002-08-03,17.332,14.45
2002-08-04,17.58,15.4
2002-08-05,14.689,15.56
2002-08-06,14.337,15.7
2002-08-07,15.287,16.73
2002-08-08,17.008,17.15
2002-08-09,19.912,17.2
2002-08-10,22.363,16.04
2002-08-11,20.643,17.34
2002-08-12,20.042,16.61
2002-08-13,19.829,16.51
2002-08-14,18.667,16.84
2002-08-15,20.404,16.89
2002-08-16,18.296,15.86
2002-08-17,18.35,15.46
2002-08-18,15.817,10.95
2002-08-19,14.746,12.4
2002-08-20,16.567,13.44
2002-08-21,16.063,13.44
2002-08-22,14.942,13.36
2002-08-23,15.804,14.39
2002-08-24,16.846,14.04
2002-08-25,17.958,14.7
2002-08-26,17.771,13.33
2002-08-27,13.667,13.06
2002-08-28,15.229,12.57
2002-08-29,17.667,14.42
2002-08-30,18.429,16.09
2002-08-31,19.175,15.73
2002-09-01,19.696,15.34
2002-09-02,19.733,16.39
2002-09-03,17.904,13.88
2002-09-04,15.125,13.82
2002-09-05,14.683,14.3
2002-09-06,17.637,15.75
2002-09-07,19.95,16.77
2002-09-08,23.954,16.27
2002-09-09,24.3,16.76
2002-09-10,15.904,14.92
2002-09-11,16.096,15.49
2002-09-12,18.5,14.43
2002-09-13,17.021,13.49
2002-09-14,16.692,14.49
2002-09-15,14.483,14.92
2002-09-16,15.796,14.28
2002-09-17,16.108,15.06
2002-09-18,16.725,12.31
2002-09-19,18.054,12.44
2002-09-20,16.246,12.44
2002-09-21,15.158,14.32
2002-09-22,12.883,14.01
2002-09-23,10.471,13.41
2002-09-24,9.35,13.36
2002-09-25,12.458,13.36
2002-09-26,9.687,12.96
2002-09-27,10.408,13.4
2002-09-28,11.533,13.22
2002-09-29,10.683,11.83
2002-09-30,15.961,13.07
2002-10-01,16.358,13.52
2002-10-02,10.83,12.36
2002-10-03,7.55,12.77
2002-10-04,13.196,12.77
2002-10-05,8.362,11.25
2002-10-06,9.03,11.06
2002-10-07,5.291,10.53
2002-10-08,7.221,10.53
2002-10-09,8.229,10.41
2002-10-10,9.073,10.41
2002-10-11,12.092,10.41
2002-10-12,12.204,10.41
2002-10-13,4.462,10.41
2002-10-14,4.612,10.41
2002-10-15,6.833,8.82
2002-10-16,2.438,8.64
2002-10-17,2.467,8.57
2002-10-18,4.15,8.4
2002-10-19,4.47,8.39
2002-10-20,2.621,8.36
2002-10-21,2.5,8.36
2002-10-22,1.663,8.33
2002-10-23,1.688,8.28
2002-10-24,2.488,7.72
2002-10-25,4.658,7.72
2002-10-26,4.817,7.72
2002-10-27,2.467,7.72
2002-10-28,2.367,7.56
2002-10-29,4.878,6.39
2002-10-30,3.537,6.39
2002-10-31,0.417,6.5
2002-11-01,-0.567,6.5
2002-11-02,0.892,6.57
2002-11-03,1.5,6.57
2002-11-04,1.758,6.57
2002-11-05,2.467,6.47
2002-11-06,1.992,6.73
2002-11-07,0.463,6.62
2002-11-08,6.55,6.6
2002-11-09,4.65,5.64
2002-11-10,6.45,5.64
2002-11-11,-1.379,5.86
2002-11-12,1.379,5.86
2002-11-13,-1.037,5.84
2002-11-14,-1.667,5.84
2002-11-15,-4.129,5.73
2002-11-16,-2.579,5.71
2002-11-17,-1.658,5.54
2002-11-18,0.237,5.26
2002-11-19,3.679,5.25
2002-11-20,2.992,5.26
2002-11-21,1.608,5.26
2002-11-22,-1.162,5.26
2002-11-23,0.625,5.26
2002-11-24,-0.55,5.26
2002-11-25,-1.675,5.26
2002-11-26,-3.229,5.15
2002-11-27,-3.737,5.15
2002-11-28,-1.625,5.15
2002-11-29,3.467,5.07
2002-11-30,-5.062,4.91
2002-12-01,-6.642,4.84
2002-12-02,-9.104,4.8
2002-12-03,-6.917,4.79
2002-12-04,-6.221,4.43
2002-12-05,-4.988,4.05
2002-12-06,-5.863,3.97
2002-12-07,-2.15,3.97
2002-12-08,-9.196,3.88
2002-12-09,-4.225,3.92
2002-12-10,1.888,3.77
2002-12-11,4.237,4.1
2002-12-12,2.992,4.32
2002-12-13,2.087,4.32
2002-12-14,2.35,3.77
2002-12-15,-1.517,3.68
2002-12-16,-6.043,3.11
2002-12-17,-1.733,3.53
2002-12-18,1.617,3.77
2002-12-19,4.538,3.77
2002-12-20,1.354,3.77
2002-12-21,-0.304,3.77
2002-12-22,-2.267,3.77
2002-12-23,-4.517,3.77
2002-12-24,-3.175,3.77
2002-12-25,-2.625,3.77
2002-12-26,-1.487,3.6
2002-12-27,1.221,3.28
2002-12-28,1.125,2.7
2002-12-29,-0.367,2.72
2002-12-30,1.826,2.72
2002-12-31,-4.067,2.86
2003-01-01,-6.217,2.87
2003-01-02,-2.775,2.74
2003-01-03,-0.896,2.84
2003-01-04,-1.812,3.12
2003-01-05,-0.967,3.12
2003-01-06,-4.946,3.04
2003-01-07,0.692,3.04
2003-01-08,4.013,3.56
2003-01-09,-2.517,3.52
2003-01-10,-9.025,3.52
2003-01-11,-7.27,3.52
2003-01-12,-7.246,3.41
2003-01-13,-10.875,3.34
2003-01-14,-9.583,3.34
2003-01-15,-10.433,3.18
2003-01-16,-6.812,2.49
2003-01-17,-9.392,2.5
2003-01-18,-7.092,2.5
2003-01-19,-10.9,2.5
2003-01-20,-12.85,2.5
2003-01-21,-14.608,2.5
2003-01-22,-15.788,2.5
2003-01-23,-11.913,2.51
2003-01-24,-9.625,2.51
2003-01-25,-10.067,2.51
2003-01-26,-15.692,2.42
2003-01-27,-12.0,2.42
2003-01-28,-7.538,2.43
2003-01-29,-10.508,2.16
2003-01-30,-5.779,2.08
2003-01-31,-0.525,2.08
2003-02-01,-1.675,2.08
2003-02-02,-0.3,2.08
2003-02-03,-1.508,2.08
2003-02-04,-7.025,2.08
2003-02-05,-11.167,2.08
2003-02-06,-10.887,2.08
2003-02-07,-12.667,2.01
2003-02-08,-9.142,2.01
2003-02-09,-12.804,2.01
2003-02-10,-14.383,2.01
2003-02-11,-14.408,2.01
2003-02-12,-16.004,2.01
2003-02-13,-14.725,2.01
2003-02-14,-12.496,2.01
2003-02-15,-14.558,2.01
2003-02-16,-12.488,1.82
2003-02-17,-6.942,1.68
2003-02-18,-2.325,1.68
2003-02-19,-5.721,1.68
2003-02-20,-0.646,1.55
2003-02-21,-5.892,1.55
2003-02-22,-10.375,1.55
2003-02-23,-13.546,1.55
2003-02-24,-13.542,1.55
2003-02-25,-16.212,1.55
2003-02-26,-10.308,1.55
2003-02-27,-5.871,1.55
2003-02-28,-4.054,1.55
2003-03-01,-2.237,1.55
2003-03-02,-17.896,1.55
2003-03-03,-18.25,1.55
2003-03-04,-11.967,1.55
2003-03-05,-13.7,1.55
2003-03-06,-12.971,1.55
2003-03-07,-6.0,1.55
2003-03-08,-12.763,1.55
2003-03-09,-15.929,1.55
2003-03-10,-13.592,1.55
2003-03-11,-7.854,1.55
2003-03-12,-9.167,1.55
2003-03-13,-9.342,1.55
2003-03-14,-3.175,1.55
2003-03-15,0.142,1.5
2003-03-16,5.45,0.97
2003-03-17,1.912,0.45
2003-03-18,-1.683,0.7
2003-03-19,-1.2,0.7
2003-03-20,0.737,0.7
2003-03-21,0.829,0.7
2003-03-22,0.979,0.7
2003-03-23,1.771,0.36
2003-03-24,6.175,0.41
2003-03-25,3.425,0.68
2003-03-26,0.392,0.67
2003-03-27,-1.067,0.67
2003-03-28,-0.575,0.68
2003-03-29,-4.458,0.68
2003-03-30,-2.709,0.54
2003-03-31,-4.346,0.21
2003-04-01,0.067,0.21
2003-04-02,-1.746,0.21
2003-04-03,-3.675,0.21
2003-04-04,-5.529,0.21
2003-04-05,-6.062,0.21
2003-04-06,-4.604,0.68
2003-04-07,-3.563,0.51
2003-04-08,-1.641,0.52
2003-04-09,0.25,0.75
2003-04-10,6.029,0.52
2003-04-11,6.696,0.78
2003-04-12,0.108,0.68
2003-04-13,0.292,0.68
2003-04-14,8.433,0.67
2003-04-15,3.0,0.31
2003-04-16,-1.392,1.12
2003-04-17,-1.775,1.12
2003-04-18,-0.179,0.6
2003-04-19,1.292,0.6
2003-04-20,5.975,0.6
2003-04-21,1.129,0.59
2003-04-22,-0.529,0.42
2003-04-23,1.433,0.67
2003-04-24,3.992,0.97
2003-04-25,1.342,0.74
2003-04-26,1.121,1.22
2003-04-27,5.642,1.22
2003-04-28,5.054,1.42
2003-04-29,2.712,0.89
2003-04-30,1.9,0.77
2003-05-01,2.363,0.83
2003-05-02,2.175,1.12
2003-05-03,3.363,1.16
2003-05-04,5.7,1.29
2003-05-05,7.275,1.29
2003-05-06,6.579,1.43
2003-05-07,8.121,1.48
2003-05-08,4.604,1.17
2003-05-09,5.358,1.17
2003-05-10,6.071,1.14
2003-05-11,4.978,1.14
2003-05-12,4.021,1.14
2003-05-13,8.633,1.42
2003-05-14,9.85,1.58
2003-05-15,9.292,1.64
2003-05-16,8.921,1.7
2003-05-17,7.125,1.72
2003-05-18,9.208,1.94
2003-05-19,11.546,1.94
2003-05-20,6.642,1.78
2003-05-21,6.9,1.4
2003-05-22,7.775,2.09
2003-05-23,6.808,2.4
2003-05-24,9.492,2.51
2003-05-25,10.6,2.01
2003-05-26,9.879,2.25
2003-05-27,11.829,2.4
2003-05-28,12.683,2.42
2003-05-29,8.629,2.25
2003-05-30,10.321,2.25
2003-05-31,3.971,2.44
2003-06-01,7.75,2.77
2003-06-02,9.638,3.07
2003-06-03,10.296,2.59
2003-06-04,10.408,2.92
2003-06-05,12.042,2.61
2003-06-06,10.537,2.26
2003-06-07,7.458,2.38
2003-06-08,6.958,2.38
2003-06-09,7.238,3.27
2003-06-10,7.517,3.27
2003-06-11,5.925,3.02
2003-06-12,7.367,3.06
2003-06-13,13.675,3.76
2003-06-14,10.179,3.38
2003-06-15,10.787,3.48
2003-06-16,14.304,3.74
2003-06-17,16.875,3.73
2003-06-18,10.533,4.23
2003-06-19,9.225,4.38
2003-06-20,11.25,4.38
2003-06-21,14.413,4.12
2003-06-22,18.242,5.07
2003-06-23,19.746,5.21
2003-06-24,19.121,5.21
2003-06-25,16.108,5.21
2003-06-26,14.942,5.21
2003-06-27,9.162,4.24
2003-06-28,6.721,4.88
2003-06-29,6.933,4.85
2003-06-30,12.929,5.26
2003-07-01,14.887,5.84
2003-07-02,15.012,5.5
2003-07-03,15.529,6.72
2003-07-04,14.571,6.46
2003-07-05,17.071,6.59
2003-07-06,15.479,5.64
2003-07-07,16.338,6.31
2003-07-08,14.179,5.4
2003-07-09,9.367,5.68
2003-07-10,10.408,5.68
2003-07-11,9.279,5.68
2003-07-12,12.548,5.97
2003-07-13,15.908,8.19
2003-07-14,19.396,8.03
2003-07-15,13.587,7.57
2003-07-16,14.296,7.08
2003-07-17,13.163,6.79
2003-07-18,12.621,7.6
2003-07-19,16.796,8.09
2003-07-20,13.329,9.1
2003-07-21,9.879,9.1
2003-07-22,9.821,8.94
2003-07-23,12.879,10.67
2003-07-24,15.579,11.77
2003-07-25,18.946,9.8
2003-07-26,21.446,14.26
2003-07-27,15.133,10.71
2003-07-28,17.133,11.17
2003-07-29,15.163,12.9
2003-07-30,15.8,12.79
2003-07-31,15.825,12.76
2003-08-01,15.558,12.71
2003-08-02,11.112,12.71
2003-08-03,11.025,12.69
2003-08-04,13.237,14.49
2003-08-05,15.587,14.34
2003-08-06,17.321,15.18
2003-08-07,15.133,14.88
2003-08-08,13.267,15.31
2003-08-09,17.142,15.81
2003-08-10,18.887,15.84
2003-08-11,13.254,14.01
2003-08-12,14.979,14.56
2003-08-13,16.821,17.22
2003-08-14,20.454,17.22
2003-08-15,22.575,17.14
2003-08-16,16.554,16.86
2003-08-17,14.854,14.34
2003-08-18,19.496,17.78
2003-08-19,22.017,18.03
2003-08-20,20.404,16.84
2003-08-21,21.329,16.94
2003-08-22,18.538,16.28
2003-08-23,16.242,16.35
2003-08-24,17.258,15.59
2003-08-25,17.867,16.68
2003-08-26,18.05,16.34
2003-08-27,15.142,15.0
2003-08-28,13.812,14.95
2003-08-29,14.95,14.35
2003-08-30,13.887,14.26
2003-08-31,16.554,13.96
2003-09-01,16.592,14.79
2003-09-02,15.662,14.42
2003-09-03,17.183,14.24
2003-09-04,12.262,13.65
2003-09-05,13.561,13.91
2003-09-06,15.921,14.04
2003-09-07,13.65,13.69
2003-09-08,14.917,14.74
2003-09-09,16.875,15.42
2003-09-10,17.713,14.55
2003-09-11,17.517,13.08
2003-09-12,17.762,13.82
2003-09-13,18.079,13.82
2003-09-14,15.275,13.82
2003-09-15,14.867,13.93
2003-09-16,15.525,15.05
2003-09-17,16.925,14.57
2003-09-18,18.459,14.85
2003-09-19,15.108,14.29
2003-09-20,10.223,11.33
2003-09-21,11.618,11.83
2003-09-22,13.083,11.83
2003-09-23,12.213,11.07
2003-09-24,12.725,11.07
2003-09-25,8.283,10.95
2003-09-26,10.025,10.82
2003-09-27,9.921,10.82
2003-09-28,6.996,10.82
2003-09-29,5.979,9.67
2003-09-30,5.117,9.6
2003-10-01,3.504,9.47
2003-10-02,4.546,8.5
2003-10-03,6.696,8.5
2003-10-04,4.404,8.31
2003-10-05,5.092,9.08
2003-10-06,6.508,8.74
2003-10-07,12.929,8.57
2003-10-08,17.017,8.95
2003-10-09,17.55,9.33
2003-10-10,14.383,9.04
2003-10-11,13.692,9.25
2003-10-12,11.029,8.91
2003-10-13,10.679,8.76
2003-10-14,8.887,9.02
2003-10-15,6.792,8.49
2003-10-16,5.761,8.32
2003-10-17,4.638,8.25
2003-10-18,7.008,7.9
2003-10-19,6.358,7.96
2003-10-20,8.592,8.0
2003-10-21,6.383,8.01
2003-10-22,4.442,7.99
2003-10-23,5.508,7.99
2003-10-24,3.75,7.99
2003-10-25,7.763,7.68
2003-10-26,2.779,7.69
2003-10-27,1.362,7.65
2003-10-28,4.296,7.65
2003-10-29,5.908,7.61
2003-10-30,4.213,7.61
2003-10-31,5.522,7.61
2003-11-01,2.962,7.55
2003-11-02,3.788,7.55
2003-11-03,2.15,7.55
2003-11-04,1.367,7.55
2003-11-05,1.342,7.55
2003-11-06,-0.404,7.37
2003-11-07,-3.6,7.3
2003-11-08,-4.846,7.15
2003-11-09,-0.042,5.77
2003-11-10,4.042,5.77
2003-11-11,4.708,5.83
2003-11-12,4.742,5.68
2003-11-13,-1.467,5.47
2003-11-14,2.575,4.88
2003-11-15,4.512,5.61
2003-11-16,4.683,5.61
2003-11-17,5.308,5.62
2003-11-18,6.208,5.62
2003-11-19,4.846,5.42
2003-11-20,5.139,4.65
2003-11-21,2.596,4.65
2003-11-22,1.217,4.65
2003-11-23,1.067,4.65
2003-11-24,-0.612,4.65
2003-11-25,-2.646,4.66
2003-11-26,1.1,4.66
2003-11-27,2.883,4.66
2003-11-28,1.317,4.66
2003-11-29,-0.192,4.64
2003-11-30,0.713,4.64
2003-12-01,-0.954,4.48
2003-12-02,-3.117,4.51
2003-12-03,0.325,4.82
2003-12-04,2.279,4.24
2003-12-05,2.55,4.0
2003-12-06,-5.792,3.99
2003-12-07,-2.421,3.99
2003-12-08,2.683,3.99
2003-12-09,3.033,3.99
2003-12-10,0.079,4.0
2003-12-11,-5.604,4.0
2003-12-12,-8.654,3.98
2003-12-13,-5.162,3.99
2003-12-14,-1.217,3.99
2003-12-15,-0.679,3.99
2003-12-16,1.567,3.99
2003-12-17,-2.783,3.92
2003-12-18,-2.421,3.92
2003-12-19,-4.754,3.73
2003-12-20,-3.117,3.73
2003-12-21,0.113,3.37
2003-12-22,2.575,3.41
2003-12-23,-2.191,3.41
2003-12-24,-4.862,3.83
2003-12-25,-1.679,3.2
2003-12-26,1.863,2.9
2003-12-27,3.738,3.58
2003-12-28,4.412,3.27
2003-12-29,2.346,3.27
2003-12-30,-0.462,3.27
2003-12-31,-0.587,3.28
2004-01-01,-2.067,3.77
2004-01-02,0.525,3.74
2004-01-03,-1.729,3.72
2004-01-04,-8.317,3.72
2004-01-05,-9.271,3.74
2004-01-06,-14.067,3.56
2004-01-07,-11.558,3.46
2004-01-08,-9.417,3.36
2004-01-09,-10.567,3.48
2004-01-10,-6.987,3.58
2004-01-11,-2.925,3.71
2004-01-12,-3.904,3.81
2004-01-13,-10.438,3.88
2004-01-14,-11.688,3.95
2004-01-15,-13.871,4.01
2004-01-16,-11.0,4.09
2004-01-17,-5.796,4.21
2004-01-18,-9.575,4.35
2004-01-19,-11.354,4.44
2004-01-20,-11.6,4.46
2004-01-21,-7.487,4.42
2004-01-22,-14.929,4.31
2004-01-23,-13.558,4.16
2004-01-24,-12.842,4.01
2004-01-25,-11.192,3.78
2004-01-26,-9.096,3.41
2004-01-27,-8.083,3.14
2004-01-28,-11.513,2.93
2004-01-29,-12.987,2.54
2004-01-30,-11.492,2.23
2004-01-31,-9.825,2.01
2004-02-01,-8.3,1.82
2004-02-02,-5.839,1.69
2004-02-03,-5.686,1.6
2004-02-04,-6.149,1.54
2004-02-05,-5.486,1.46
2004-02-06,-6.585,1.4
2004-02-07,-7.086,1.36
2004-02-08,-6.747,1.34
2004-02-09,-6.646,1.16
2004-02-10,-5.964,1.1
2004-02-11,-6.086,1.08
2004-02-12,-6.148,1.08
2004-02-13,-6.104,1.06
2004-02-14,-4.875,1.06
2004-02-15,-4.241,1.05
2004-02-16,-4.044,1.03
2004-02-17,-4.648,1.03
2004-02-18,-4.792,1.1
2004-02-19,-5.363,1.11
2004-02-20,-5.282,1.11
2004-02-21,-5.509,1.12
2004-02-22,-5.089,1.12
2004-02-23,-4.723,1.12
2004-02-24,-4.294,1.12
2004-02-25,-4.081,1.13
2004-02-26,-5.157,1.15
2004-02-27,-5.708,1.18
2004-02-28,-4.664,1.15
2004-02-29,-4.545,1.12
